County,PercentageArmedShootings,PercentageArmedUnknownShootings,PercentageBodyCamOff,PercentageArmedGun,HispanicDemog,HispanicShooting,BlackShooting,BlackDemog,WhiteShooting,WhiteDemog
Todd County,100.00,0.00,100.00,100.00,0.00,4.10,0.00,8.50,100.00,85.90
Todd County,100.00,33.33,66.67,0.00,0.00,3.70,0.00,0.30,0.00,10.40
Tolland County,100.00,0.00,100.00,0.00,0.00,5.00,0.00,3.60,100.00,86.20
Tom Green County,100.00,0.00,100.00,80.00,60.00,38.10,0.00,4.60,40.00,55.10
Tompkins County,100.00,0.00,100.00,0.00,0.00,4.70,0.00,4.40,100.00,77.90
Tooele County,100.00,0.00,100.00,100.00,0.00,11.80,0.00,0.90,0.00,83.70
Toole County,100.00,0.00,100.00,100.00,0.00,3.00,0.00,0.80,100.00,88.50
Transylvania County,100.00,0.00,100.00,100.00,0.00,3.20,0.00,4.10,100.00,90.30
Travis County,93.10,6.90,82.76,68.97,32.14,33.90,14.29,8.90,50.00,49.70
Trigg County,0.00,100.00,100.00,0.00,0.00,1.70,0.00,7.70,100.00,88.30
Trinity County,100.00,0.00,100.00,100.00,0.00,7.30,0.00,0.50,100.00,82.60
Trinity County,0.00,100.00,100.00,0.00,0.00,9.20,0.00,9.80,100.00,78.70
Troup County,100.00,0.00,100.00,100.00,0.00,3.70,0.00,35.40,100.00,57.80
Trumbull County,100.00,0.00,100.00,80.00,25.00,1.60,25.00,8.60,50.00,87.50
Tulare County,93.33,6.67,100.00,46.67,64.29,62.90,7.14,2.20,28.57,30.30
Tulsa County,90.62,12.12,75.76,46.88,6.25,11.80,15.62,10.80,65.62,63.70
Tuolumne County,100.00,0.00,100.00,0.00,0.00,11.50,0.00,2.10,0.00,81.10
Tuscaloosa County,0.00,100.00,100.00,0.00,0.00,3.30,0.00,31.00,100.00,63.20
Tuscarawas County,100.00,0.00,0.00,0.00,0.00,2.40,100.00,0.90,0.00,95.10
Ulster County,100.00,0.00,100.00,100.00,0.00,9.80,0.00,6.80,0.00,80.20
Union Parish County,0.00,100.00,100.00,0.00,0.00,4.40,0.00,26.20,100.00,68.70
Union County,0.00,100.00,100.00,0.00,0.00,3.60,100.00,32.60,0.00,61.50
Union County,100.00,0.00,100.00,100.00,0.00,2.80,0.00,1.00,100.00,94.60
Union County,100.00,0.00,100.00,0.00,0.00,1.40,0.00,0.70,100.00,95.90
Union County,100.00,0.00,0.00,0.00,0.00,11.00,0.00,12.10,100.00,73.50
Union County,100.00,0.00,100.00,50.00,0.00,1.20,0.00,31.70,100.00,65.40
Unknown County,100.00,0.00,100.00,0.00,0.00,1.20,0.00,31.70,0.00,65.40
Upshur County,100.00,0.00,0.00,100.00,0.00,7.90,0.00,8.50,100.00,80.80
Upshur County,100.00,0.00,100.00,100.00,0.00,1.20,0.00,0.90,100.00,96.30
Utah County,100.00,0.00,80.00,20.00,0.00,11.20,0.00,0.70,100.00,83.30
Val Verde County,0.00,100.00,100.00,0.00,100.00,80.40,0.00,2.00,0.00,16.80
Valencia County,50.00,50.00,100.00,25.00,50.00,59.50,50.00,1.70,0.00,34.30
Van Buren County,100.00,0.00,100.00,100.00,0.00,3.10,0.00,0.50,100.00,93.50
Van Wert County,100.00,0.00,100.00,0.00,0.00,2.80,0.00,1.00,100.00,94.60
Vance County,100.00,0.00,100.00,100.00,0.00,7.20,0.00,50.90,100.00,40.90
Vanderburgh County,100.00,0.00,50.00,37.50,0.00,2.50,25.00,9.40,75.00,84.40
Ventura County,87.50,12.50,62.50,25.00,50.00,42.00,16.67,2.20,33.33,46.60
Vermilion Parish County,100.00,0.00,0.00,100.00,0.00,3.20,100.00,14.70,0.00,78.30
Vermilion County,100.00,0.00,100.00,100.00,0.00,4.70,100.00,13.50,0.00,79.30
Vernon Parish County,100.00,0.00,100.00,100.00,0.00,9.60,100.00,14.80,0.00,69.80
Vernon County,0.00,100.00,100.00,0.00,0.00,2.00,0.00,0.80,100.00,94.20
Victoria County,100.00,0.00,0.00,0.00,0.00,45.30,0.00,6.90,100.00,46.20
Vigo County,80.00,20.00,100.00,80.00,0.00,2.60,0.00,7.20,100.00,85.90
Virginia Beach County,85.71,25.00,100.00,57.14,12.50,7.70,50.00,20.00,25.00,62.90
Volusia County,95.45,4.55,59.09,72.73,18.18,12.20,9.09,11.10,72.73,73.80
Wabash County,100.00,0.00,50.00,100.00,0.00,2.40,0.00,0.80,100.00,94.60
Wadena County,100.00,0.00,100.00,100.00,0.00,1.70,0.00,1.00,100.00,94.80
Wagoner County,0.00,100.00,50.00,0.00,0.00,5.60,0.00,3.90,100.00,72.40
Wake County,100.00,0.00,90.91,72.73,0.00,10.00,50.00,21.30,50.00,61.00
Walker County,0.00,100.00,100.00,0.00,0.00,2.30,0.00,6.40,100.00,89.40
Walker County,100.00,0.00,100.00,100.00,25.00,2.00,0.00,4.50,75.00,91.30
Walker County,100.00,0.00,100.00,0.00,0.00,17.80,0.00,23.10,0.00,57.10
Walla Walla County,100.00,0.00,100.00,100.00,0.00,21.20,0.00,2.10,0.00,72.50
Waller County,100.00,0.00,100.00,100.00,0.00,29.80,50.00,25.60,50.00,43.30
Walton County,100.00,0.00,100.00,60.00,0.00,3.90,75.00,17.00,25.00,76.50
Walworth County,50.00,50.00,100.00,0.00,0.00,11.10,50.00,1.30,50.00,85.60
Ward County,100.00,50.00,100.00,100.00,0.00,51.50,100.00,4.90,0.00,42.20
Warren County,0.00,100.00,100.00,0.00,0.00,5.10,0.00,9.40,100.00,80.30
Warren County,100.00,0.00,100.00,50.00,0.00,8.40,0.00,4.50,100.00,83.50
Warren County,100.00,0.00,100.00,100.00,0.00,8.30,0.00,3.60,100.00,86.40
Warrick County,100.00,0.00,100.00,0.00,0.00,1.70,0.00,1.60,100.00,93.20
Wasco County,100.00,0.00,100.00,100.00,0.00,17.00,0.00,0.60,0.00,75.70
Washington Parish County,0.00,100.00,100.00,0.00,0.00,2.10,0.00,30.40,0.00,65.90
Washington County,100.00,50.00,50.00,100.00,0.00,1.40,0.00,24.60,100.00,65.10
Washington County,100.00,12.50,87.50,85.71,0.00,16.20,14.29,3.50,85.71,72.20
Washington County,100.00,0.00,100.00,100.00,0.00,5.60,0.00,0.90,100.00,91.70
Washington County,100.00,0.00,100.00,0.00,0.00,1.40,0.00,0.40,100.00,96.90
Washington County,100.00,0.00,50.00,50.00,0.00,3.80,0.00,4.30,100.00,84.10
Washington County,100.00,0.00,100.00,100.00,0.00,1.30,0.00,2.40,0.00,94.40
Washington County,100.00,33.33,100.00,50.00,0.00,1.30,33.33,71.40,66.67,26.30
Washington County,100.00,0.00,100.00,100.00,0.00,2.50,0.00,0.80,100.00,95.20
Washington County,100.00,0.00,100.00,100.00,0.00,1.10,0.00,1.20,100.00,95.30
Washington County,0.00,100.00,100.00,0.00,0.00,5.70,0.00,2.70,50.00,74.00
Washington County,100.00,0.00,92.86,71.43,0.00,16.30,7.14,2.20,92.86,67.80
Washington County,100.00,0.00,100.00,50.00,0.00,1.50,100.00,3.20,0.00,92.80
Washington County,100.00,0.00,83.33,50.00,0.00,3.30,0.00,4.30,100.00,89.40
Washington County,100.00,0.00,100.00,0.00,50.00,1.40,0.00,1.50,50.00,95.60
Washington County,100.00,0.00,100.00,66.67,0.00,1.90,0.00,0.90,100.00,94.40
Washington County,100.00,0.00,100.00,50.00,0.00,3.00,0.00,1.10,100.00,93.40
Washita County,100.00,0.00,100.00,50.00,0.00,9.60,0.00,1.20,100.00,83.90
Washoe County,100.00,31.58,94.74,69.23,61.11,23.50,11.11,2.60,22.22,64.20
Watauga County,0.00,100.00,100.00,0.00,0.00,3.50,0.00,1.90,100.00,92.10
Watonwan County,100.00,0.00,100.00,0.00,100.00,22.90,0.00,1.70,0.00,74.50
Waukesha County,100.00,0.00,100.00,75.00,0.00,4.60,0.00,1.40,100.00,89.40
Waupaca County,100.00,0.00,0.00,0.00,0.00,3.00,0.00,0.40,100.00,94.80
Waushara County,100.00,0.00,100.00,100.00,0.00,6.40,0.00,2.10,100.00,89.80
Wayne County,100.00,0.00,100.00,100.00,0.00,6.30,0.00,20.70,100.00,71.00
Wayne County,100.00,0.00,100.00,100.00,0.00,2.70,0.00,1.80,100.00,94.00
Wayne County,88.00,12.00,84.00,60.00,4.76,5.70,66.67,39.30,28.57,50.00
Wayne County,100.00,0.00,0.00,100.00,0.00,4.00,0.00,3.30,100.00,90.30
Wayne County,100.00,0.00,0.00,100.00,0.00,1.80,0.00,1.70,100.00,94.20
Wayne County,100.00,0.00,100.00,100.00,0.00,4.20,0.00,3.60,0.00,90.90
Wayne County,100.00,0.00,100.00,100.00,0.00,0.70,0.00,0.50,100.00,97.40
Waynesboro County,100.00,0.00,100.00,100.00,0.00,7.00,100.00,11.70,0.00,77.80
Webb County,83.33,28.57,100.00,33.33,83.33,95.20,0.00,0.70,16.67,3.70
Weber County,100.00,8.33,58.33,54.55,50.00,17.70,0.00,1.60,50.00,77.10
Webster County,100.00,0.00,66.67,66.67,0.00,4.30,0.00,4.20,100.00,88.80
Weld County,90.91,9.09,81.82,63.64,54.55,28.80,9.09,1.40,36.36,66.70
West Baton Rouge Parish County,0.00,100.00,100.00,0.00,0.00,2.70,100.00,38.50,0.00,57.30
Westchester County,60.00,40.00,100.00,60.00,0.00,23.70,100.00,16.10,0.00,55.00
Westmoreland County,100.00,0.00,100.00,100.00,0.00,1.10,25.00,2.50,75.00,94.30
Whatcom County,50.00,50.00,50.00,0.00,50.00,8.90,0.00,1.20,50.00,79.90
Wheeler County,0.00,100.00,100.00,0.00,0.00,5.40,0.00,38.40,100.00,55.80
White County,100.00,0.00,100.00,100.00,0.00,4.20,0.00,4.60,100.00,88.40
White County,100.00,0.00,100.00,100.00,0.00,7.70,100.00,0.80,0.00,90.20
White County,100.00,50.00,100.00,100.00,0.00,2.10,0.00,2.00,100.00,93.80
Whiteside County,0.00,100.00,100.00,0.00,0.00,11.80,100.00,1.70,0.00,84.90
Whitfield County,100.00,50.00,100.00,0.00,0.00,33.30,0.00,4.40,100.00,60.10
Whitley County,100.00,0.00,100.00,0.00,0.00,1.00,0.00,0.80,100.00,96.10
Wichita County,100.00,0.00,100.00,50.00,50.00,18.30,50.00,10.90,0.00,66.60
Wicomico County,100.00,0.00,100.00,100.00,0.00,5.20,50.00,25.20,50.00,64.80
Wilbarger County,100.00,0.00,100.00,0.00,0.00,28.70,0.00,8.70,0.00,59.90
Wilkes County,100.00,0.00,100.00,100.00,0.00,5.80,0.00,4.50,100.00,88.20
Will County,100.00,0.00,100.00,50.00,0.00,16.60,50.00,11.80,50.00,65.30
Williams County,100.00,0.00,100.00,100.00,0.00,4.10,0.00,1.20,100.00,93.10
Williamsburg County,100.00,0.00,100.00,100.00,0.00,2.30,100.00,65.10,0.00,31.50
Williamson County,100.00,0.00,100.00,100.00,0.00,2.40,0.00,4.30,100.00,90.70
Williamson County,100.00,0.00,100.00,66.67,0.00,4.70,0.00,4.50,100.00,85.60
Williamson County,100.00,0.00,100.00,100.00,0.00,23.90,0.00,6.80,100.00,61.70
Wilson County,100.00,0.00,100.00,100.00,0.00,10.10,100.00,39.80,0.00,48.40
Wilson County,0.00,100.00,100.00,0.00,0.00,38.60,0.00,1.70,100.00,58.20
Winchester County,100.00,0.00,0.00,50.00,0.00,16.40,0.00,11.60,100.00,67.50
Winkler County,0.00,100.00,100.00,0.00,100.00,58.20,0.00,3.00,0.00,38.20
Winn Parish County,100.00,0.00,100.00,100.00,0.00,1.90,0.00,30.90,100.00,65.20
Winnebago County,100.00,25.00,100.00,33.33,0.00,12.00,66.67,12.90,33.33,70.80
Winnebago County,83.33,16.67,83.33,50.00,0.00,3.90,16.67,2.00,83.33,89.60
Wise County,100.00,0.00,100.00,100.00,0.00,1.20,0.00,5.40,100.00,92.00
Wolfe County,100.00,0.00,100.00,100.00,0.00,0.70,0.00,0.30,100.00,97.80
Wood County,100.00,0.00,100.00,100.00,0.00,5.30,0.00,2.80,100.00,88.80
Wood County,100.00,0.00,100.00,100.00,0.00,9.60,0.00,5.00,100.00,83.30
Wood County,100.00,0.00,100.00,0.00,0.00,2.70,0.00,0.70,100.00,93.10
Wood County,0.00,100.00,100.00,0.00,0.00,1.00,0.00,1.20,100.00,95.50
Woodbury County,0.00,100.00,100.00,0.00,0.00,15.20,0.00,2.80,100.00,75.70
Worcester County,100.00,0.00,100.00,66.67,20.00,10.50,0.00,5.30,80.00,78.80
Worth County,100.00,0.00,100.00,100.00,0.00,2.10,50.00,28.90,50.00,67.60
Wright County,100.00,0.00,100.00,100.00,0.00,1.70,0.00,0.70,100.00,95.30
Wyandotte County,100.00,0.00,100.00,100.00,33.33,27.30,33.33,24.80,33.33,42.50
Wythe County,100.00,0.00,100.00,50.00,0.00,1.10,100.00,2.90,0.00,94.10
Yadkin County,100.00,0.00,100.00,100.00,0.00,10.70,0.00,3.50,100.00,84.70
Yakima County,100.00,33.33,83.33,75.00,100.00,47.70,0.00,1.50,0.00,45.00
Yalobusha County,50.00,50.00,100.00,50.00,0.00,1.70,0.00,38.50,100.00,58.50
Yamhill County,0.00,100.00,100.00,0.00,0.00,15.70,50.00,1.10,50.00,77.90
Yancey County,100.00,0.00,100.00,0.00,0.00,4.90,0.00,1.20,100.00,92.80
Yavapai County,88.89,11.11,66.67,77.78,0.00,14.20,0.00,0.90,100.00,80.90
Yellowstone County,100.00,8.33,83.33,72.73,0.00,5.20,0.00,0.80,75.00,87.10
Yolo County,100.00,0.00,0.00,33.33,0.00,31.50,50.00,3.00,50.00,48.30
York County,100.00,0.00,100.00,50.00,50.00,1.70,0.00,0.70,50.00,94.80
York County,100.00,0.00,100.00,0.00,0.00,4.90,0.00,1.60,100.00,91.30
York County,100.00,25.00,100.00,66.67,0.00,6.50,50.00,6.50,50.00,84.80
York County,100.00,0.00,0.00,0.00,0.00,5.00,0.00,19.50,100.00,71.60
York County,100.00,0.00,0.00,100.00,0.00,5.80,100.00,13.40,0.00,72.50
Yuba County,100.00,0.00,100.00,100.00,0.00,27.20,50.00,4.00,50.00,56.60
Yuma County,100.00,0.00,100.00,20.00,66.67,61.70,0.00,2.70,33.33,32.90
